"pcode","regno","regdate"
"67974","102581","11/02/2016 12:00:00 AM"
"67974","107443","13/10/2016 12:00:00 AM"
"67974","57210","19/01/2015 12:00:00 AM"
"67977","57214","26/11/2012 12:00:00 AM"
"67977","59893","31/07/2013 12:00:00 AM"
"68009","57269","9/11/2015 12:00:00 AM"
"68028","57312","8/04/2013 12:00:00 AM"
"68042","57348","25/01/2013 12:00:00 AM"
"68042","60505","19/09/2013 12:00:00 AM"
"68060","57408","6/11/2013 12:00:00 AM"
"68177","57700","12/06/2013 12:00:00 AM"
"68192","101733","8/04/2016 12:00:00 AM"
"68192","106268","3/05/2016 12:00:00 AM"
"68192","57747","17/04/2013 12:00:00 AM"
"68192","62041","22/05/2014 12:00:00 AM"
"68195","57750","10/12/2012 12:00:00 AM"
"68209","57767","22/01/2013 12:00:00 AM"
"68228","57792","20/03/2013 12:00:00 AM"
"68260","57852","19/12/2012 12:00:00 AM"
"68277","57923","23/01/2013 12:00:00 AM"
"68278","0714","29/08/2014 8:52:34 AM"
"68292","57960","4/02/2013 12:00:00 AM"
"68578","58628","28/05/2013 12:00:00 AM"
"68609","58677","22/10/2013 12:00:00 AM"
"68609","62467","21/01/2016 12:00:00 AM"
"69748","61551","8/04/2014 12:00:00 AM"
"69797","61753","5/06/2014 12:00:00 AM"
"69798","61754","18/05/2015 12:00:00 AM"
"69966","62189","4/07/2014 12:00:00 AM"
"69980","105062","6/06/2016 12:00:00 AM"
"69980","62220","17/07/2014 12:00:00 AM"
"69997","62259","13/06/2014 12:00:00 AM"
"69998","62260","25/06/2014 12:00:00 AM"
"70015","62309","17/07/2014 12:00:00 AM"
"70433","63451","10/11/2014 12:00:00 AM"
"80025","100064","15/12/2014 12:00:00 AM"
"68008","57264","19/10/2012 12:00:00 AM"
"68025","57306","8/04/2013 12:00:00 AM"
"68208","57766","25/01/2013 12:00:00 AM"
"68211","57769","12/12/2012 12:00:00 AM"
"68258","57849","2/02/2015 12:00:00 AM"
"68626","58720","7/05/2013 12:00:00 AM"
"68626","62685","4/11/2014 12:00:00 AM"
"68879","59273","1/10/2013 12:00:00 AM"
"68893","100502","10/11/2014 12:00:00 AM"
"68893","59323","4/06/2013 12:00:00 AM"
"68930","00503","10/11/2014 12:00:00 AM"
"68930","59399","4/07/2013 12:00:00 AM"
"68944","59447","11/11/2013 12:00:00 AM"
"68962","59504","23/04/2014 12:00:00 AM"
"68979","59554","19/02/2014 12:00:00 AM"
"69957","100396","8/01/2015 12:00:00 AM"
"69957","62169","6/06/2014 12:00:00 AM"
"69989","62242","10/06/2014 12:00:00 AM"
"70006","62285","18/05/2016 12:00:00 AM"
"70038","107532","28/11/2016 12:00:00 AM"
"70038","62348","17/06/2014 12:00:00 AM"
"70040","62351","25/06/2014 12:00:00 AM"
"70055","62382","20/08/2014 12:00:00 AM"
"70376","103521","23/05/2016 12:00:00 AM"
"70376","105652","11/08/2016 12:00:00 AM"
"70376","63316","15/12/2014 12:00:00 AM"
"80036","100100","3/03/2015 12:00:00 AM"
"68970","59533","11/06/2014 12:00:00 AM"
"68985","59564","22/07/2013 12:00:00 AM"
"69119","60011","19/12/2013 12:00:00 AM"
"69136","60053","9/08/2013 12:00:00 AM"
"69153","60086","14/08/2013 12:00:00 AM"
"69187","60193","28/07/2016 12:00:00 AM"
"69219","60273","19/06/2014 12:00:00 AM"
"47527","0502","11/06/2002 12:00:00 AM"
"47527","0698","24/06/1998 12:00:00 AM"
"47527","0707","2/04/2008 12:00:00 AM"
"47527","0803","25/08/2003 12:00:00 AM"
"47527","0805","11/11/2005 12:00:00 AM"
"68979","62263","11/06/2014 12:00:00 AM"
"69144","60075","13/09/2013 12:00:00 AM"
"69162","60108","19/08/2013 12:00:00 AM"
"69194","60205","13/08/2013 12:00:00 AM"
"69211","60257","26/09/2013 12:00:00 AM"
"45466","01","3/02/1997 12:00:00 AM"
"45466","0898","13/08/1998 12:00:00 AM"
"48606","01","8/07/1997 12:00:00 AM"
"69222","60276","31/07/2014 12:00:00 AM"
"46843","0698","29/06/1998 12:00:00 AM"
"46843","0707","13/05/2008 12:00:00 AM"
"46843","0803","27/08/2003 12:00:00 AM"
"46843","1297","2/01/1998 12:00:00 AM"
"48632","01","10/07/1996 12:00:00 AM"
"48632","02","18/07/1997 12:00:00 AM"
"48632","0602","24/06/2002 12:00:00 AM"
"48632","0898","5/08/1998 12:00:00 AM"
"48632","0997","19/09/1997 12:00:00 AM"
"48632","1109","16/03/2010 12:00:00 AM"
"49434","0403","7/05/2003 12:00:00 AM"
"49434","0499","9/04/1999 12:00:00 AM"
"49434","0598","20/05/1998 12:00:00 AM"
"49434","0699","24/06/1999 12:00:00 AM"
"49434","0798","24/07/1998 12:00:00 AM"
"49434","0899","18/08/1999 12:00:00 AM"
"49434","0997","25/09/1997 12:00:00 AM"
"64831","57008","27/02/2013 12:00:00 AM"
"63703","46291","24/11/2010 12:00:00 AM"
"63717","0209","15/04/2009 12:00:00 AM"
"63717","103604","1/09/2015 12:00:00 AM"
"63803","0210","6/05/2010 12:00:00 AM"
"63803","60100","11/09/2013 12:00:00 AM"
"63817","1209","2/02/2010 12:00:00 AM"
"62824","0208","8/07/2008 12:00:00 AM"
"62842","44103","19/11/2010 12:00:00 AM"
"63117","1108","28/01/2009 12:00:00 AM"
"63142","0809","7/09/2009 12:00:00 AM"
"63260","0808","8/04/2009 12:00:00 AM"
"63274","0808","12/09/2008 12:00:00 AM"
"63317","0309","8/04/2009 12:00:00 AM"
"63442","0409","16/06/2009 12:00:00 AM"
"63442","1008","17/12/2008 12:00:00 AM"
"63460","1008","1/04/2009 12:00:00 AM"
"63474","2010","7/07/2010 12:00:00 AM"
"63485","0809","4/09/2009 12:00:00 AM"
"63485","54199","5/12/2011 12:00:00 AM"
"63492","1008","8/12/2008 12:00:00 AM"
"63492","59822","6/02/2014 12:00:00 AM"
"64135","0310","5/07/2010 12:00:00 AM"
"60812","1206","5/04/2007 12:00:00 AM"
"60903","0207","5/04/2007 12:00:00 AM"
"60969","0407","17/04/2007 12:00:00 AM"
"61012","1006","14/11/2006 12:00:00 AM"
"62873","0709","17/02/2010 12:00:00 AM"
"62873","1209","17/02/2010 12:00:00 AM"
"62882","44177","24/03/2011 12:00:00 AM"
"62884","0309","28/04/2009 12:00:00 AM"
"62884","59922","6/02/2014 12:00:00 AM"
"63116","0508","15/04/2009 12:00:00 AM"
"63150","50574","26/10/2010 12:00:00 AM"
"63243","0709","24/07/2009 12:00:00 AM"
"63243","100872","3/03/2015 12:00:00 AM"
"63243","1109","21/01/2010 12:00:00 AM"
"63243","49168","28/03/2011 12:00:00 AM"
"63243","53508","29/05/2012 12:00:00 AM"
"63243","54167","14/06/2012 12:00:00 AM"
"63243","55241","14/06/2012 12:00:00 AM"
"63243","56459","22/11/2012 12:00:00 AM"
"63243","60021","8/11/2013 12:00:00 AM"
"63243","63311","23/10/2014 12:00:00 AM"
"63311","0614","10/07/2014 5:57:02 PM"
"63898","0210","25/03/2010 12:00:00 AM"
"63898","50816","5/12/2011 12:00:00 AM"
"63915","0709","21/01/2010 12:00:00 AM"
"63930","101963","7/04/2015 10:17:16 AM"
"63930","56834","16/08/2012 12:00:00 AM"
"63998","103099","17/12/2015 12:00:00 AM"
"63998","107471","28/09/2016 12:00:00 AM"
"63998","47161","11/11/2011 12:00:00 AM"
"63998","50461","11/11/2011 12:00:00 AM"
"63998","55209","11/11/2011 12:00:00 AM"
"63998","55701","7/05/2012 12:00:00 AM"
"62844","0208","6/05/2008 12:00:00 AM"
"63111","0710","29/09/2010 12:00:00 AM"
"63148","107068","11/07/2016 12:00:00 AM"
"63148","44856","3/11/2014 12:00:00 AM"
"63265","0709","18/08/2009 12:00:00 AM"
"63265","54585","28/09/2011 12:00:00 AM"
"63462","0809","21/10/2009 12:00:00 AM"
"64133","0609","24/09/2009 12:00:00 AM"
"64133","51442","12/04/2011 12:00:00 AM"
"64133","54887","4/04/2012 12:00:00 AM"
"64147","0809","11/03/2010 12:00:00 AM"
"64985","0510","19/01/2011 12:00:00 AM"
"64986","49777","19/08/2010 12:00:00 AM"
"65003","49852","3/09/2014 12:00:00 AM"
"65017","0610","11/08/2010 12:00:00 AM"
"65017","49882","11/08/2010 12:00:00 AM"
"62360","0108","14/02/2008 12:00:00 AM"
"62360","0608","13/08/2008 12:00:00 AM"
"62360","1008","2/12/2008 12:00:00 AM"
"62392","0509","10/06/2009 12:00:00 AM"
"62392","0808","2/02/2009 12:00:00 AM"
"62392","53216","31/05/2011 12:00:00 AM"
"62395","1008","22/01/2009 12:00:00 AM"
"62410","0308","2/02/2009 12:00:00 AM"
"64367","0809","6/01/2010 12:00:00 AM"
"64367","51124","4/11/2010 12:00:00 AM"
"64367","56731","21/05/2012 12:00:00 AM"
"64399","1009","23/02/2010 12:00:00 AM"
"64550","0110","19/08/2010 12:00:00 AM"
"64567","0310","9/06/2010 12:00:00 AM"
"64567","102348","8/05/2015 12:00:00 AM"
"64568","48677","8/02/2012 12:00:00 AM"
"64585","48712","24/11/2010 12:00:00 AM"
"64882","49524","7/12/2011 12:00:00 AM"
"64885","0510","13/09/2010 12:00:00 AM"
"64899","49553","13/09/2010 12:00:00 AM"
"64899","57495","17/12/2012 12:00:00 AM"
"64900","0410","5/07/2010 12:00:00 AM"
"64356","0909","24/02/2010 12:00:00 AM"
"64356","51580","23/02/2011 12:00:00 AM"
"64573","1109","19/04/2010 12:00:00 AM"
"64607","0110","11/03/2010 12:00:00 AM"
"63122","0309","24/04/2009 12:00:00 AM"
"63122","0608","10/02/2009 12:00:00 AM"
"63122","103944","12/02/2016 12:00:00 AM"
"63122","106871","29/11/2016 12:00:00 AM"
"63139","0608","25/09/2008 12:00:00 AM"
"63139","0809","10/09/2009 12:00:00 AM"
"63139","51381","1/09/2011 12:00:00 AM"
"63139","62438","9/10/2014 12:00:00 AM"
"63154","0510","1/07/2010 12:00:00 AM"
"63256","0714","29/08/2014 10:34:27 AM"
"63288","0409","22/06/2009 12:00:00 AM"
"63288","52157","19/12/2013 12:00:00 AM"
"63303","1109","30/04/2010 12:00:00 AM"
"63437","0908","21/11/2008 12:00:00 AM"
"63437","102343","18/09/2015 12:00:00 AM"
"63454","0209","25/03/2009 12:00:00 AM"
"63454","102443","15/05/2015 12:00:00 AM"
"63454","62109","19/05/2014 12:00:00 AM"
"63471","1008","26/11/2008 12:00:00 AM"
"64141","47655","19/05/2011 12:00:00 AM"
"64175","1109","18/08/2010 12:00:00 AM"
"64207","0709","28/09/2009 12:00:00 AM"
"64224","0709","20/08/2009 12:00:00 AM"
"64897","49552","21/10/2010 12:00:00 AM"
"64897","57361","20/11/2012 12:00:00 AM"
"64931","101539","18/02/2015 12:00:00 AM"
"64931","102579","11/11/2015 12:00:00 AM"
"64931","104910","3/02/2016 12:00:00 AM"
"64931","49617","10/02/2012 12:00:00 AM"
"64940","0710","18/08/2010 12:00:00 AM"
"65172","102837","14/10/2015 12:00:00 AM"
"65172","12345","14/10/2015 12:00:00 AM"
"65172","50323","15/02/2011 12:00:00 AM"
"65172","63490","25/11/2014 12:00:00 AM"
"65197","105083","8/01/2016 12:00:00 AM"
"65197","50382","2/03/2011 12:00:00 AM"
"62432","58293","6/12/2012 12:00:00 AM"
"62432","59468","24/06/2013 12:00:00 AM"
"62432","60478","2/10/2013 12:00:00 AM"
"62455","0208","5/05/2008 12:00:00 AM"
"62489","1209","15/03/2010 12:00:00 AM"
"62489","51389","9/11/2010 12:00:00 AM"
"64697","0714","22/10/2014 9:50:05 AM"
"64997","49824","25/10/2010 12:00:00 AM"
"64997","58946","13/09/2013 12:00:00 AM"
"64997","59038","10/07/2013 12:00:00 AM"
"65029","49925","19/03/2012 12:00:00 AM"
"65029","57719","9/11/2012 12:00:00 AM"
"65040","49942","28/04/2011 12:00:00 AM"
"65040","56956","30/08/2012 12:00:00 AM"
"65040","58492","24/06/2013 12:00:00 AM"
"65238","50492","30/09/2010 12:00:00 AM"
"65240","50501","30/09/2010 12:00:00 AM"
"65272","50579","1/12/2014 12:00:00 AM"
"65306","52049","8/09/2011 12:00:00 AM"
"64196","47804","25/01/2012 12:00:00 AM"
"64196","59302","25/11/2013 12:00:00 AM"
"64296","0909","13/10/2009 12:00:00 AM"
"64296","61282","9/04/2014 12:00:00 AM"
"61820","0309","12/05/2009 12:00:00 AM"
"61820","0909","4/02/2010 12:00:00 AM"
"61820","104362","3/11/2015 12:18:11 PM"
"61820","51738","14/01/2011 12:00:00 AM"
"61820","59871","13/08/2013 12:00:00 AM"
"61863","0507","23/01/2008 12:00:00 AM"
"61974","0808","27/08/2008 12:00:00 AM"
"61988","0510","10/08/2010 12:00:00 AM"
"61988","0907","5/02/2008 12:00:00 AM"
"62020","0709","21/08/2009 12:00:00 AM"
"62020","0908","13/11/2008 12:00:00 AM"
"62106","0608","9/12/2008 12:00:00 AM"
"62131","0210","6/08/2010 12:00:00 AM"
"62131","0607","9/05/2008 12:00:00 AM"
"62149","0610","10/08/2010 12:00:00 AM"
"62149","56797","10/01/2013 12:00:00 AM"
"62181","1007","5/03/2008 12:00:00 AM"
"62263","0714","29/08/2014 10:30:35 AM"
"62306","0408","24/07/2008 12:00:00 AM"
"62349","1107","23/01/2008 12:00:00 AM"
"62467","0809","19/10/2009 12:00:00 AM"
"63477","1108","22/12/2008 12:00:00 AM"
"63477","59837","10/02/2014 12:00:00 AM"
"63486","45788","11/10/2010 12:00:00 AM"
"64152","47686","17/08/2011 12:00:00 AM"
"64218","47844","9/05/2012 12:00:00 AM"
"64218","62681","16/02/2015 12:00:00 AM"
"62071","0707","30/08/2007 12:00:00 AM"
"62246","0510","2/07/2010 12:00:00 AM"
"62246","103422","6/08/2015 12:00:00 AM"
"62246","103630","16/10/2015 11:15:51 AM"
"62407","1107","15/04/2008 12:00:00 AM"
"64347","0909","8/09/2009 12:00:00 AM"
"64388","0809","6/10/2009 12:00:00 AM"
"64522","102471","26/10/2015 12:00:00 AM"
"64522","48557","21/10/2011 12:00:00 AM"
"64547","48595","20/08/2010 12:00:00 AM"
"64554","48603","27/10/2011 12:00:00 AM"
"64579","103950","1/12/2015 12:00:00 AM"
"64579","1209","13/09/2010 12:00:00 AM"
"64588","48715","24/03/2011 12:00:00 AM"
"64588","60109","22/08/2013 12:00:00 AM"
"64611","48767","2/02/2011 12:00:00 AM"
"64184","47774","8/07/2011 12:00:00 AM"
"64198","49707","20/04/2011 12:00:00 AM"
"64198","53502","20/12/2011 12:00:00 AM"
"64216","0809","17/09/2009 12:00:00 AM"
"64247","47910","10/10/2014 12:00:00 AM"
"64298","0809","23/09/2009 12:00:00 AM"
"64301","100260","28/11/2014 12:00:00 AM"
"64301","1112","28/11/2012 12:00:00 AM"
"62312","0909","9/12/2009 12:00:00 AM"
"62329","0208","13/06/2008 12:00:00 AM"
"62426","1112","28/11/2012 12:00:00 AM"
"62444","0110","11/02/2010 12:00:00 AM"
"62444","0309","8/04/2009 12:00:00 AM"
"62444","49270","8/04/2011 12:00:00 AM"
"85277","112812","22/01/2019 3:10:18 PM"
"87251","117941","23/01/2019 9:15:28 AM"
"87159","117655","23/01/2019 9:56:44 AM"
"87274","118007","23/01/2019 12:03:17 PM"
"87166","117666","23/01/2019 12:49:05 PM"
"87386","118245","23/01/2019 2:28:12 PM"
"59160","118072","24/01/2019 12:00:00 AM"
"87241","117857","25/01/2019 3:25:13 PM"
"85007","112018","25/01/2019 4:25:59 PM"
"87406","118304","29/01/2019 10:51:50 AM"
"69731","118444","29/01/2019 12:00:00 AM"
"84885","118033","29/01/2019 12:00:00 AM"
"62489","117242","30/01/2019 12:00:00 AM"
"84096","118862","15/01/2019 12:00:00 AM"
"85538","118863","15/01/2019 12:00:00 AM"
"50341","118710","19/12/2018 12:00:00 AM"
"53120","118822","30/01/2019 12:00:00 AM"
"82071","115680","31/01/2019 12:00:00 AM"
"60992","118853","17/01/2019 12:00:00 AM"
"56043","118866","16/01/2019 12:00:00 AM"
"84913","111738","1/02/2019 9:57:37 AM"
"87258","117956","4/02/2019 1:50:04 PM"
"87390","118252","4/02/2019 4:09:14 PM"
"86911","117015","4/02/2019 6:23:07 PM"
"52085","118661","5/02/2019 12:00:00 AM"
"87448","118379","5/02/2019 12:54:28 PM"
"87320","118091","5/02/2019 3:57:43 PM"
"48518","118775","8/01/2019 12:00:00 AM"
"82623","115971","7/02/2019 12:00:00 AM"
"87165","118865","16/01/2019 12:00:00 AM"
"62753","115978","7/02/2019 12:00:00 AM"
"86641","116249","7/02/2019 1:07:39 PM"
"85970","114310","8/02/2019 11:09:05 AM"
"59484","118983","31/01/2019 12:00:00 AM"
"37990","118910","22/01/2019 12:00:00 AM"
"63348","119017","1/02/2019 12:00:00 AM"
"58806","118967","30/01/2019 12:00:00 AM"
"36665","113542","10/05/2018 12:00:00 AM"
"87483","118442","13/02/2019 9:04:42 AM"
"86567","116060","13/02/2019 9:42:47 AM"
"87381","118234","14/02/2019 10:54:48 AM"
"56461","118333","14/02/2019 12:00:00 AM"
"87488","118473","14/02/2019 12:41:50 PM"
"68967","119103","12/02/2019 12:00:00 AM"
"64090","119104","12/02/2019 12:00:00 AM"
"87369","118206","18/02/2019 1:05:34 PM"
"87462","118408","18/02/2019 2:14:01 PM"
"87422","118323","19/02/2019 12:01:01 PM"
"51243","116524","19/02/2019 12:00:00 AM"
"63955","118076","20/02/2019 12:00:00 AM"
"87443","118370","21/02/2019 8:24:39 AM"
"86494","115895","21/02/2019 3:17:44 PM"
"86497","115900","21/02/2019 3:34:08 PM"
"83903","109217","22/02/2019 2:05:04 PM"
"83904","109218","22/02/2019 2:20:26 PM"
"83076","119128","15/02/2019 12:00:00 AM"
"69854","116027","25/02/2019 12:00:00 AM"
"68377","118509","25/02/2019 12:00:00 AM"
"60080","116797","25/02/2019 12:00:00 AM"
"87466","118418","26/02/2019 11:16:31 AM"
"64588","118398","26/02/2019 12:00:00 AM"
"69047","118638","26/02/2019 12:00:00 AM"
"87446","118377","28/02/2019 1:51:57 PM"
"87181","117708","4/03/2019 8:55:50 AM"
"87085","117507","4/03/2019 9:23:59 AM"
"87503","118535","4/03/2019 9:45:47 AM"
"87632","118837","4/03/2019 1:50:27 PM"
"87480","118436","4/03/2019 6:10:13 PM"
"87501","118532","5/03/2019 8:35:43 AM"
"32669","119079","6/03/2019 12:00:00 AM"
"68767","118879","6/03/2019 12:00:00 AM"
"66374","118551","6/03/2019 12:00:00 AM"
"87467","118419","6/03/2019 3:21:52 PM"
"62564","118515","7/03/2019 12:00:00 AM"
"87624","118823","7/03/2019 9:54:52 AM"
"58759","118470","6/03/2019 12:00:00 AM"
"82850","117817","7/03/2019 12:00:00 AM"
"87108","118623","7/03/2019 12:00:00 AM"
"85276","119031","6/03/2019 12:00:00 AM"
"86498","115901","21/02/2019 12:00:00 AM"
"67132","119109","14/02/2019 12:00:00 AM"
"87052","119196","18/02/2019 12:00:00 AM"
"31896","119240","27/03/2019 12:00:00 AM"
"65575","114865","12/03/2019 12:00:00 AM"
"83215","107740","13/03/2019 11:30:56 AM"
"86145","114795","13/03/2019 4:11:00 PM"
"87166","119423","5/03/2019 12:00:00 AM"
"69408","118854","12/03/2019 12:00:00 AM"
"59579","119078","18/03/2019 12:00:00 AM"
"51275","115007","19/03/2019 12:00:00 AM"
"70086","117594","20/03/2019 12:00:00 AM"
"57949","119058","21/03/2019 12:00:00 AM"
"87596","118735","21/03/2019 11:29:58 AM"
"31495","119241","27/02/2019 12:00:00 AM"
"85692","113860","22/03/2019 2:05:49 PM"
"61622","118694","22/03/2019 12:00:00 AM"
"87058","117454","22/03/2019 12:00:00 AM"
"66821","118916","25/03/2019 12:00:00 AM"
"87620","118816","25/03/2019 9:48:50 AM"
"87589","118720","25/03/2019 9:48:53 AM"
"66448","117786","25/03/2019 12:00:00 AM"
"87660","118896","25/03/2019 10:26:26 AM"
"87715","119060","25/03/2019 12:00:00 AM"
"87655","118890","25/03/2019 11:17:26 AM"
"68733","119227","25/03/2019 12:00:00 AM"
"86331","115500","26/03/2019 11:00:50 AM"
"85469","113361","26/03/2019 1:49:01 PM"
"87683","118972","26/03/2019 6:42:24 PM"
"67874","118897","27/03/2019 12:00:00 AM"
"87573","118696","27/03/2019 10:20:46 AM"
"86128","114748","27/03/2019 11:13:32 AM"
"86131","114752","28/03/2019 9:24:55 AM"
"81353","118994","28/03/2019 12:00:00 AM"
"64645","118943","28/03/2019 12:00:00 AM"
"86683","116351","1/04/2019 6:16:56 PM"
"86787","116574","2/04/2019 10:31:06 AM"
"84410","118632","2/04/2019 12:00:00 AM"
"87509","118569","3/04/2019 9:35:29 AM"
"39997","118656","4/04/2019 12:00:00 AM"
"70178","119697","21/03/2019 12:00:00 AM"
"87676","118940","4/04/2019 2:41:40 PM"
"87813","119469","8/04/2019 8:54:56 AM"
"87654","118889","8/04/2019 11:50:20 AM"
"87788","119259","8/04/2019 12:23:18 PM"
"87724","119074","8/04/2019 1:39:24 PM"
"59467","119524","9/04/2019 12:00:00 AM"
"68249","115421","9/04/2019 12:00:00 AM"
"83251","119219","10/04/2019 12:00:00 AM"
"53238","118898","11/04/2019 12:00:00 AM"
"64796","118162","11/04/2019 12:00:00 AM"
"87829","119491","11/04/2019 5:41:46 PM"
"85729","119780","28/03/2019 12:00:00 AM"
"60543","119849","1/04/2019 12:00:00 AM"
"83632","117982","15/04/2019 12:00:00 AM"
"87765","119209","15/04/2019 11:32:32 AM"
"82734","106569","15/04/2019 12:00:00 AM"
"86885","116897","15/04/2019 1:06:04 PM"
"85600","113721","16/04/2019 7:49:50 AM"
"87261","117970","16/04/2019 8:55:34 AM"
"64988","117149","16/04/2019 12:00:00 AM"
"87741","119139","9/04/2019 12:00:00 AM"
"60992","117540","17/04/2019 12:00:00 AM"
"58757","119533","16/04/2019 12:00:00 AM"
"86741","116483","17/04/2019 11:22:17 AM"
"87731","119117","17/04/2019 2:33:30 PM"
"65510","119913","5/04/2019 12:00:00 AM"
"55325","116364","17/04/2019 12:00:00 AM"
"60425","116901","17/04/2019 12:00:00 AM"
"84061","118917","17/04/2019 12:00:00 AM"
"59484","120010","17/04/2019 12:00:00 AM"
"86713","116428","24/04/2019 12:35:18 PM"
"87481","118438","24/04/2019 3:45:34 PM"
"87690","118982","29/04/2019 8:47:00 AM"
"87811","119466","29/04/2019 9:29:43 AM"
"87920","119814","29/04/2019 9:57:40 AM"
"82369","119251","30/04/2019 12:00:00 AM"
"83267","107866","30/04/2019 2:30:04 PM"
"87659","118895","1/05/2019 8:47:27 AM"
"61737","119534","2/05/2019 12:00:00 AM"
"30582","117121","1/05/2019 12:00:00 AM"
"64608","118119","2/05/2019 12:00:00 AM"
"86972","117197","3/05/2019 11:26:14 AM"
"54059","119138","6/05/2019 12:00:00 AM"
"31464","119453","7/05/2019 12:00:00 AM"
"87657","118892","7/05/2019 2:43:40 PM"
"82017","115864","7/05/2019 12:00:00 AM"
"84932","118413","7/05/2019 12:00:00 AM"
"46425","119440","8/05/2019 12:00:00 AM"
"88028","120089","9/05/2019 3:46:48 PM"
"83378","114764","10/05/2019 12:00:00 AM"
"87891","119709","13/05/2019 3:46:44 PM"
"87940","119846","14/05/2019 9:11:59 AM"
"38233","117851","6/05/2019 12:00:00 AM"
"68375","120104","18/04/2019 12:00:00 AM"
"84378","117224","15/05/2019 12:00:00 AM"
"84376","117220","15/05/2019 12:00:00 AM"
"85281","117221","15/05/2019 12:00:00 AM"
"87812","119467","15/05/2019 5:54:12 PM"
"87786","119255","15/05/2019 6:09:58 PM"
"87885","119667","20/05/2019 10:46:14 AM"
"87901","119745","20/05/2019 3:59:00 PM"
"87783","119252","22/05/2019 12:05:38 PM"
"87820","119481","22/05/2019 12:25:54 PM"
"87899","119743","22/05/2019 1:42:41 PM"
"87776","119243","22/05/2019 4:05:02 PM"
"87504","118554","23/05/2019 10:06:23 AM"
"85541","113557","23/05/2019 1:46:35 PM"
"86459","115807","23/05/2019 3:53:10 PM"
"87874","119644","23/05/2019 4:29:08 PM"
"87777","119244","23/05/2019 4:43:53 PM"
"86761","116518","24/05/2019 8:52:01 AM"
"86885","120317","14/05/2019 12:00:00 AM"
"87804","119443","24/05/2019 1:34:37 PM"
"87789","119260","24/05/2019 1:54:17 PM"
"49917","120160","27/05/2019 12:00:00 AM"
"84324","120321","28/05/2019 12:00:00 AM"
"86050","114564","28/05/2019 4:02:10 PM"
"87873","119642","29/05/2019 3:01:57 PM"
"88410","121234","14/10/2019 2:04:24 PM"
"86958","117159","14/10/2019 3:04:58 PM"
"70184","122001","15/10/2019 12:00:00 AM"
"62853","119898","15/10/2019 12:00:00 AM"
"60286","121191","15/10/2019 12:00:00 AM"
"66067","121178","15/10/2019 12:00:00 AM"
"83299","107923","27/07/2018 12:31:19 PM"
"86639","116246","27/07/2018 1:45:13 PM"
"48870","114929","30/07/2018 12:00:00 AM"
"86217","115030","30/07/2018 12:38:54 PM"
"86466","115822","31/07/2018 9:29:50 AM"
"86480","115872","31/07/2018 9:56:18 AM"
"41439","115427","31/07/2018 12:00:00 AM"
"84148","116047","31/07/2018 12:00:00 AM"
"86550","116024","31/07/2018 1:52:17 PM"
"84881","111682","31/07/2018 2:16:49 PM"
"86294","115258","1/08/2018 2:43:00 PM"
"62776","115567","2/08/2018 12:00:00 AM"
"86617","116209","2/08/2018 11:33:36 AM"
"80863","116738","17/07/2018 12:00:00 AM"
"80860","116739","17/07/2018 12:00:00 AM"
"80858","116741","17/07/2018 12:00:00 AM"
"81467","116353","2/08/2018 12:00:00 AM"
"86607","116196","3/08/2018 9:46:07 AM"
"86389","115664","3/08/2018 11:42:14 AM"
"58244","116458","3/08/2018 12:00:00 AM"
"86642","116250","3/08/2018 4:16:32 PM"
"52854","116215","7/08/2018 12:00:00 AM"
"66574","116473","8/08/2018 12:00:00 AM"
"70098","113649","8/08/2018 12:00:00 AM"
"84528","110612","9/08/2018 10:51:05 AM"
"81800","116655","9/08/2018 12:00:00 AM"
"86623","116223","9/08/2018 3:34:37 PM"
"85033","112131","13/08/2018 10:53:49 AM"
"84160","109812","13/08/2018 12:17:27 PM"
"84185","115658","9/08/2018 12:00:00 AM"
"61840","113083","13/08/2018 12:00:00 AM"
"84983","111969","13/08/2018 3:34:36 PM"
"62106","109694","14/08/2018 12:00:00 AM"
"86762","116519","15/08/2018 12:02:31 PM"
"86698","116399","15/08/2018 1:44:43 PM"
"86597","116183","17/08/2018 1:50:11 PM"
"86561","116041","17/08/2018 2:20:40 PM"
"58124","115502","17/08/2018 12:00:00 AM"
"58803","115535","2/08/2018 12:00:00 AM"
"82213","105220","17/08/2018 2:54:43 PM"
"83791","108982","17/08/2018 3:59:31 PM"
"52463","117163","13/08/2018 12:00:00 AM"
"59572","117051","7/08/2018 12:00:00 AM"
"82145","116914","30/07/2018 12:00:00 AM"
"69462","117143","10/08/2018 12:00:00 AM"
"62360","114213","24/08/2018 12:00:00 AM"
"80860","117049","6/08/2018 12:00:00 AM"
"80122","114211","24/08/2018 12:00:00 AM"
"86630","116231","24/08/2018 3:29:40 PM"
"86664","116311","27/08/2018 11:39:52 AM"
"85068","112227","27/08/2018 12:02:27 PM"
"87823","119485","30/05/2019 3:10:52 PM"
"85698","113872","30/05/2019 4:34:21 PM"
"86411","115714","31/05/2019 8:47:26 AM"
"87679","118949","31/05/2019 9:37:18 AM"
"47647","119077","31/05/2019 12:00:00 AM"
"67985","118368","3/06/2019 12:00:00 AM"
"84021","109517","5/06/2019 9:42:56 AM"
"63651","120451","6/06/2019 12:00:00 AM"
"86615","116206","6/06/2019 9:49:32 AM"
"87938","119844","6/06/2019 10:06:59 AM"
"87243","117860","6/06/2019 11:13:00 AM"
"66411","120431","23/05/2019 12:00:00 AM"
