"pcode","regno","regdate"
"57018","110357","5/10/2017 12:00:00 AM"
"68975","108487","12/09/2017 12:00:00 AM"
"37989","118492","29/11/2018 12:00:00 AM"
"52261","118060","24/12/2018 12:00:00 AM"
"52261","134094","22/03/2022 12:00:00 AM"
"53406","132059","24/02/2022 12:00:00 AM"
"53572","124943","5/08/2020 12:00:00 AM"
"54090","133813","4/03/2022 12:00:00 AM"
"54528","92020","8/04/2022 12:00:00 AM"
"54617","1109","8/01/2010 12:00:00 AM"
"54617","59496","22/08/2013 12:00:00 AM"
"54960","1101","15/11/2001 12:00:00 AM"
"55321","131617","20/04/2022 12:00:00 AM"
"55630","110046","12/09/2017 12:00:00 AM"
"55753","111567","18/12/2017 12:00:00 AM"
"35699","134539","13/04/2022 12:00:00 AM"
"56157","111218","5/09/2017 12:00:00 AM"
"56157","111346","8/09/2017 12:00:00 AM"
"56157","125330","25/05/2020 12:00:00 AM"
"56500","0203","17/02/2003 12:00:00 AM"
"56500","0506","25/07/2006 12:00:00 AM"
"56500","63187","16/09/2014 12:00:00 AM"
"56532","0904","16/02/2005 12:00:00 AM"
"56532","0908","3/11/2008 12:00:00 AM"
"56532","62757","28/08/2014 12:00:00 AM"
"56600","111543","13/09/2017 12:00:00 AM"
"56898","0403","16/04/2003 12:00:00 AM"
"56898","0503","14/07/2003 12:00:00 AM"
"68766","133961","15/03/2022 12:00:00 AM"
"69132","123495","16/06/2020 12:00:00 AM"
"69132","126056","24/08/2020 12:00:00 AM"
"69527","116316","11/10/2018 12:00:00 AM"
"69825","110489","30/11/2017 12:00:00 AM"
"69825","115881","24/12/2018 12:00:00 AM"
"40522","115411","24/12/2018 12:00:00 AM"
"40522","115464","24/12/2018 12:00:00 AM"
"40522","135442","27/05/2022 12:00:00 AM"
"58461","111919","6/09/2018 12:00:00 AM"
"58704","117409","20/11/2018 12:00:00 AM"
"58999","0605","22/09/2005 12:00:00 AM"
"58999","1109","1/02/2010 12:00:00 AM"
"59131","0105","18/04/2005 12:00:00 AM"
"59265","0506","21/06/2006 12:00:00 AM"
"59265","0507","16/08/2007 12:00:00 AM"
"59265","59986","22/08/2013 12:00:00 AM"
"59308","0108","13/02/2008 12:00:00 AM"
"59494","0706","13/09/2006 12:00:00 AM"
"59494","1206","21/02/2007 12:00:00 AM"
"59526","0706","11/09/2006 12:00:00 AM"
"59560","0405","28/04/2005 12:00:00 AM"
"59643","0605","2/08/2005 12:00:00 AM"
"59643","105178","20/10/2016 12:00:00 AM"
"37602","135124","20/04/2022 12:00:00 AM"
"53629","0202","1/03/2002 12:00:00 AM"
"53629","0508","26/08/2008 12:00:00 AM"
"53629","1106","13/03/2007 12:00:00 AM"
"53629","1205","28/03/2006 12:00:00 AM"
"53761","0601","17/07/2001 12:00:00 AM"
"53795","0201","14/02/2001 12:00:00 AM"
"53795","1105","14/02/2006 12:00:00 AM"
"59660","0206","19/04/2006 12:00:00 AM"
"59743","0805","10/10/2005 12:00:00 AM"
"60347","106933","10/08/2016 12:00:00 AM"
"60347","1105","3/04/2006 12:00:00 AM"
"60347","53294","15/07/2011 12:00:00 AM"
"61100","0907","15/10/2007 12:00:00 AM"
"61100","105360","21/01/2016 12:00:00 AM"
"61100","46478","23/06/2011 12:00:00 AM"
"61249","0806","11/10/2006 12:00:00 AM"
"81790","111908","19/07/2017 12:00:00 AM"
"81790","126047","13/07/2020 12:00:00 AM"
"81939","112083","3/08/2017 12:00:00 AM"
"80817","135773","22/06/2022 12:00:00 AM"
"68849","124789","7/07/2020 12:00:00 AM"
"69424","113169","7/12/2017 12:00:00 AM"
"46539","134888","24/03/2022 12:00:00 AM"
"47146","134490","3/06/2022 12:00:00 AM"
"60854","112286","9/11/2017 12:00:00 AM"
"61129","121943","9/06/2020 12:00:00 AM"
"65245","115463","6/12/2018 12:00:00 AM"
"65494","133751","1/03/2022 12:00:00 AM"
"65560","123155","17/08/2020 12:00:00 AM"
"65560","130753","1/06/2022 12:00:00 AM"
"83020","116677","24/09/2018 12:00:00 AM"
"83020","134493","25/02/2022 12:00:00 AM"
"83020","134676","22/04/2022 12:00:00 AM"
"58072","135434","16/05/2022 12:00:00 AM"
"58925","092020","20/04/2022 12:00:00 AM"
"59546","1205","23/12/2005 12:00:00 AM"
"59546","59706","18/07/2013 12:00:00 AM"
"59546","62174","3/06/2014 12:00:00 AM"
"59663","0805","16/09/2005 12:00:00 AM"
"59663","0808","3/11/2008 12:00:00 AM"
"59663","51777","11/04/2011 12:00:00 AM"
"59680","0307","30/04/2007 12:00:00 AM"
"59680","0310","14/04/2010 12:00:00 AM"
"59680","56734","17/04/2013 12:00:00 AM"
"59680","58631","1/07/2014 12:00:00 AM"
"59680","61953","25/05/2015 12:00:00 AM"
"59712","0505","11/10/2005 12:00:00 AM"
"59712","103168","23/09/2015 12:00:00 AM"
"59763","0905","19/01/2006 12:00:00 AM"
"59763","104353","4/11/2015 12:00:00 AM"
"59763","51032","22/12/2010 12:00:00 AM"
"59778","0805","6/12/2005 12:00:00 AM"
"59795","092020","8/04/2022 12:00:00 AM"
"59912","0406","4/10/2006 12:00:00 AM"
"59978","0508","1/07/2008 12:00:00 AM"
"60061","0606","5/07/2006 12:00:00 AM"
"60061","54029","21/06/2013 12:00:00 AM"
"60061","134210","1/07/2022 12:00:00 AM"
"60144","0705","21/09/2005 12:00:00 AM"
"60144","111852","17/07/2017 12:00:00 AM"
"60582","135268","9/05/2022 12:00:00 AM"
"60931","116048","27/08/2018 12:00:00 AM"
"81787","126083","14/07/2020 12:00:00 AM"
"59603","0405","1/09/2005 12:00:00 AM"
"69931","133834","17/03/2022 12:00:00 AM"
"70117","118464","27/11/2018 12:00:00 AM"
"70317","125279","10/07/2020 12:00:00 AM"
"80642","108295","13/11/2017 12:00:00 AM"
"35636","113622","30/08/2018 12:00:00 AM"
"36789","125097","23/07/2020 12:00:00 AM"
"56978","0303","9/04/2003 12:00:00 AM"
"56978","0306","17/11/2006 12:00:00 AM"
"56978","0904","10/11/2004 12:00:00 AM"
"56978","0909","2/11/2009 12:00:00 AM"
"69195","135223","26/04/2022 12:00:00 AM"
"48139","117116","22/10/2018 12:00:00 AM"
"59735","105298","31/08/2017 12:00:00 AM"
"59872","RV1216","12/12/2016 4:50:07 PM"
"60104","0905","17/03/2006 12:00:00 AM"
"60204","1205","9/05/2006 12:00:00 AM"
"60808","0607","22/08/2007 12:00:00 AM"
"60808","1108","3/12/2008 12:00:00 AM"
"60808","52860","13/07/2011 12:00:00 AM"
"60808","60405","31/10/2013 12:00:00 AM"
"60857","0107","19/01/2007 12:00:00 AM"
"60857","100330","19/12/2014 12:00:00 AM"
"60857","52203","10/01/2012 12:00:00 AM"
"61057","0606","19/07/2006 12:00:00 AM"
"61358","0607","13/06/2007 12:00:00 AM"
"61358","0808","3/12/2008 12:00:00 AM"
"61358","104477","19/02/2016 12:00:00 AM"
"61358","59106","24/10/2013 12:00:00 AM"
"61358","114047","11/10/2018 12:00:00 AM"
"81781","112029","1/08/2017 12:00:00 AM"
"81796","112031","1/08/2017 12:00:00 AM"
"81913","112074","3/08/2017 12:00:00 AM"
"81996","112901","9/10/2017 12:00:00 AM"
"82231","112277","24/08/2017 12:00:00 AM"
"82417","112107","4/08/2017 12:00:00 AM"
"59291","0605","6/07/2005 12:00:00 AM"
"59291","0609","25/08/2009 12:00:00 AM"
"69994","113128","12/01/2018 12:00:00 AM"
"80951","117869","13/11/2018 12:00:00 AM"
"46230","118152","24/12/2018 12:00:00 AM"
"46948","135699","14/06/2022 12:00:00 AM"
"47180","135176","22/04/2022 12:00:00 AM"
"59898","0306","3/07/2006 12:00:00 AM"
"59898","0307","28/05/2007 12:00:00 AM"
"59898","0509","10/09/2009 12:00:00 AM"
"59898","0807","17/10/2007 12:00:00 AM"
"59898","1109","9/12/2009 12:00:00 AM"
"60027","0606","25/07/2006 12:00:00 AM"
"60041","0808","27/10/2008 12:00:00 AM"
"60041","102357","8/05/2015 12:00:00 AM"
"60359","134226","28/04/2022 12:00:00 AM"
"60602","109100","12/09/2017 12:00:00 AM"
"60602","112691","19/09/2017 12:00:00 AM"
"60745","110330","3/10/2017 12:00:00 AM"
"61063","0606","26/07/2006 12:00:00 AM"
"61063","0707","26/09/2007 12:00:00 AM"
"61252","107668","1/12/2017 12:00:00 AM"
"36277","126317","23/07/2020 12:00:00 AM"
"56208","0605","23/11/2005 12:00:00 AM"
"56208","0704","3/11/2004 12:00:00 AM"
"56208","0705","23/11/2005 12:00:00 AM"
"56208","0902","24/09/2002 12:00:00 AM"
"56715","0503","6/05/2003 12:00:00 AM"
"56715","106531","9/11/2017 12:00:00 AM"
"68926","109969","15/09/2017 12:00:00 AM"
"68926","117641","12/11/2018 12:00:00 AM"
"69433","111497","8/09/2017 12:00:00 AM"
"65703","124338","4/06/2020 12:00:00 AM"
"41235","126115","15/07/2020 12:00:00 AM"
"58733","111359","6/09/2017 12:00:00 AM"
"58816","116586","14/01/2019 12:00:00 AM"
"58816","125415","13/08/2020 12:00:00 AM"
"58902","131950","25/03/2022 12:00:00 AM"
"59002","0604","16/08/2004 12:00:00 AM"
"59002","1105","5/01/2006 12:00:00 AM"
"59019","0108","3/04/2008 12:00:00 AM"
"59019","0805","31/10/2005 12:00:00 AM"
"59019","60511","25/09/2013 12:00:00 AM"
"59019","116902","11/10/2018 12:00:00 AM"
"59102","0905","25/10/2005 12:00:00 AM"
"59202","0905","5/12/2005 12:00:00 AM"
"59202","57554","17/10/2012 12:00:00 AM"
"59202","111896","18/07/2017 12:00:00 AM"
"59234","0714","26/08/2014 3:54:02 PM"
"59334","0206","28/03/2006 12:00:00 AM"
"59334","1104","14/04/2005 12:00:00 AM"
"59351","0605","3/07/2006 12:00:00 AM"
"59351","106117","27/04/2016 12:00:00 AM"
"59351","53705","5/12/2011 12:00:00 AM"
"59420","0105","24/05/2005 12:00:00 AM"
"59434","0812","14/08/2012 12:00:00 AM"
"59437","1105","19/12/2005 12:00:00 AM"
"59437","57619","21/06/2013 12:00:00 AM"
"59537","0307","8/01/2008 12:00:00 AM"
"59537","0509","15/08/2009 12:00:00 AM"
"59537","0708","22/10/2008 12:00:00 AM"
"59537","1204","13/04/2005 12:00:00 AM"
"59537","60078","29/10/2013 12:00:00 AM"
"70065","111713","28/09/2017 12:00:00 AM"
"59952","107735","13/09/2017 12:00:00 AM"
"59952","108527","28/09/2017 12:00:00 AM"
"59952","133978","28/04/2022 12:00:00 AM"
"60373","0107","7/06/2007 12:00:00 AM"
"60373","0808","26/09/2008 12:00:00 AM"
"60373","125096","23/07/2020 12:00:00 AM"
"60505","134311","15/02/2022 12:00:00 AM"
"60505","135380","12/05/2022 12:00:00 AM"
"60505","135865","27/06/2022 12:00:00 AM"
"61074","0707","15/08/2007 12:00:00 AM"
"61074","1106","25/01/2007 12:00:00 AM"
"81615","124376","18/08/2020 12:00:00 AM"
"81830","111904","19/07/2017 12:00:00 AM"
"82348","113005","6/12/2018 12:00:00 AM"
"53801","111393","15/09/2017 12:00:00 AM"
"64738","117413","3/09/2018 12:00:00 AM"
"65474","125701","24/08/2020 12:00:00 AM"
"58856","112784","28/09/2017 12:00:00 AM"
"58945","50445","2/11/2012 12:00:00 AM"
"58956","0904","15/10/2004 12:00:00 AM"
"58979","0704","23/02/2005 12:00:00 AM"
"80012","111956","27/10/2017 12:00:00 AM"
"47349","125303","21/05/2020 12:00:00 AM"
"47349","125724","10/06/2020 12:00:00 AM"
"59683","0806","14/09/2006 12:00:00 AM"
"59683","58702","12/04/2013 12:00:00 AM"
"59692","0705","6/12/2005 12:00:00 AM"
"59858","1005","2/11/2005 12:00:00 AM"
"60058","1205","13/04/2006 12:00:00 AM"
"60519","1205","1/02/2006 12:00:00 AM"
"60519","125246","20/05/2020 12:00:00 AM"
"60519","125722","9/06/2020 12:00:00 AM"
"60619","115913","24/12/2018 12:00:00 AM"
"60628","110383","27/09/2017 12:00:00 AM"
"60917","116515","16/08/2018 12:00:00 AM"
"60917","116888","17/10/2018 12:00:00 AM"
"61060","0606","26/07/2006 12:00:00 AM"
"81784","111914","19/07/2017 12:00:00 AM"
"59463","1112","28/11/2012 12:00:00 AM"
"59640","0805","30/11/2005 12:00:00 AM"
"80287","116391","6/09/2018 12:00:00 AM"
"80625","113230","12/11/2018 12:00:00 AM"
"53549","118383","20/11/2018 12:00:00 AM"
"64781","118212","2/11/2018 12:00:00 AM"
"65849","092020","20/04/2022 12:00:00 AM"
"83115","125726","11/06/2020 12:00:00 AM"
"47999","112134","16/10/2017 12:00:00 AM"
"60101","125472","3/09/2020 12:00:00 AM"
"60167","0507","27/11/2007 12:00:00 AM"
"60167","0508","17/07/2008 12:00:00 AM"
"60244","0905","25/11/2005 12:00:00 AM"
"60244","1006","16/11/2006 12:00:00 AM"
"60244","42970","8/09/2011 12:00:00 AM"
"60244","56684","26/07/2012 12:00:00 AM"
"60244","62732","12/08/2014 12:00:00 AM"
"60267","0606","24/07/2006 12:00:00 AM"
"60267","58168","8/03/2013 12:00:00 AM"
"60267","135822","28/06/2022 12:00:00 AM"
"60542","118054","10/01/2019 12:00:00 AM"
"60608","0106","9/03/2006 12:00:00 AM"
"60608","63284","19/06/2015 12:00:00 AM"
"61103","0706","8/09/2006 12:00:00 AM"
"61146","0307","30/08/2007 12:00:00 AM"
"61235","0907","17/12/2007 12:00:00 AM"
"81793","112076","3/08/2017 12:00:00 AM"
"81993","127040","27/08/2020 12:00:00 AM"
"51774","0207","26/03/2007 12:00:00 AM"
"51774","0300","12/04/2000 12:00:00 AM"
"51774","0599","31/05/1999 12:00:00 AM"
"51774","1104","21/04/2005 12:00:00 AM"
"51774","60056","20/12/2013 12:00:00 AM"
"51923","134851","25/03/2022 12:00:00 AM"
"84826","111516","16/11/2017 12:50:17 PM"
"85213","112652","20/11/2017 12:20:41 PM"
"84980","111965","7/12/2017 2:14:58 PM"
"83552","108601","11/12/2017 1:43:38 PM"
"83552","132980","31/05/2022 12:00:00 AM"
"88823","125339","22/05/2020 12:00:00 AM"
"91917","133950","1/03/2022 11:19:46 AM"
"91896","133852","2/03/2022 12:01:50 PM"
"88443","126512","7/08/2020 12:00:00 AM"
"84413","110328","30/08/2017 12:41:18 PM"
"67770","62446","5/09/2017 9:08:43 AM"
"84841","111535","20/09/2017 10:44:05 AM"
"84848","111547","26/09/2017 4:15:39 PM"
"84604","110922","28/09/2017 2:54:06 PM"
"30552","112415","5/09/2017 12:00:00 AM"
"50483","0699","2/07/1999 12:00:00 AM"
"51133","132974","20/06/2022 12:00:00 AM"
"66084","112370","11/09/2017 12:00:00 AM"
"66084","125334","25/05/2020 12:00:00 AM"
"83930","109261","23/11/2017 8:20:00 AM"
"85272","112801","30/11/2017 9:42:50 AM"
"84409","110323","18/12/2017 4:40:32 PM"
"63233","111688","13/12/2017 12:00:00 AM"
"63994","112327","30/11/2017 12:00:00 AM"
"64369","112347","31/08/2017 12:00:00 AM"
"82560","111907","19/07/2017 12:00:00 AM"
"82560","124941","31/07/2020 12:00:00 AM"
"86237","134537","3/03/2022 12:00:00 AM"
"85547","117389","31/08/2018 12:00:00 AM"
"85547","117067","19/10/2018 12:00:00 AM"
"30088","116886","22/11/2018 12:00:00 AM"
"30088","118388","22/11/2018 12:00:00 AM"
"51262","115927","11/09/2018 12:00:00 AM"
"51797","124977","16/07/2020 12:00:00 AM"
"66673","135286","9/05/2022 12:00:00 AM"
"85220","112661","4/01/2018 10:57:40 AM"
"85342","112961","10/01/2018 12:39:59 PM"
"64383","118455","27/11/2018 12:00:00 AM"
"82167","117515","13/09/2018 12:00:00 AM"
"82169","117523","13/09/2018 12:00:00 AM"
"81946","123848","23/06/2020 12:00:00 AM"
"83557","125067","21/07/2020 12:00:00 AM"
"82743","111503","29/06/2017 12:00:00 AM"
"89250","126176","16/07/2020 12:00:00 AM"
"87357","118179","21/05/2020 5:01:03 PM"
"89206","123976","22/05/2020 5:39:40 PM"
"89333","124432","11/06/2020 4:58:41 PM"
"90988","134476","1/04/2022 12:00:00 AM"
"66321","125133","24/07/2020 12:00:00 AM"
"85228","112678","21/11/2017 1:56:29 PM"
"85325","112936","22/11/2017 2:54:11 PM"
"83065","107417","8/12/2017 2:38:34 PM"
"85339","112957","13/12/2017 1:18:14 PM"
"87576","134693","2/06/2022 12:00:00 AM"
"91411","135138","21/04/2022 12:00:00 AM"
"64014","124470","5/06/2020 12:00:00 AM"
"64449","133265","26/04/2022 12:00:00 AM"
"83353","111562","5/07/2017 12:00:00 AM"
"31236","116244","27/11/2018 12:00:00 AM"
"93380","138927","28/03/2023 1:57:10 PM"
"93385","138938","28/03/2023 2:30:36 PM"
"38603","138219","29/03/2023 12:00:00 AM"
"92467","135640","30/03/2023 3:31:41 PM"
"89989","137511","30/03/2023 12:00:00 AM"
"91565","132669","31/03/2023 9:52:20 AM"
"90403","128769","31/03/2023 10:15:57 AM"
"58024","137392","31/03/2023 12:00:00 AM"
"82853","136964","31/03/2023 12:00:00 AM"
"59642","137719","31/03/2023 12:00:00 AM"
"82856","136972","31/03/2023 12:00:00 AM"
"82855","136973","31/03/2023 12:00:00 AM"
"87895","139074","3/04/2023 12:00:00 AM"
"40057","135905","3/04/2023 12:00:00 AM"
"62549","139139","3/04/2023 12:00:00 AM"
"92950","137414","3/04/2023 12:58:42 PM"
"64342","109497A","4/04/2023 12:00:00 AM"
"93382","138929","4/04/2023 3:17:20 PM"
"89958","136390","4/04/2023 12:00:00 AM"
"93158","138131","5/04/2023 9:17:28 AM"
"64342","138423","5/04/2023 12:00:00 AM"
"92263","138723","5/04/2023 12:00:00 AM"
"93196","138250","5/04/2023 3:53:32 PM"
"47336","139138","6/04/2023 12:00:00 AM"
"81909","138574","11/04/2023 12:00:00 AM"
"87265","138521","11/04/2023 12:00:00 AM"
"69136","138584","11/04/2023 12:00:00 AM"
"93200","138255","12/04/2023 12:12:50 PM"
"93199","138254","12/04/2023 12:28:31 PM"
"84667","135979","12/04/2023 12:00:00 AM"
"59092","137573","12/04/2023 12:00:00 AM"
"67086","138316","12/04/2023 12:00:00 AM"
"93245","138470","14/04/2023 12:00:00 AM"
"91909","133934","13/04/2023 11:40:41 AM"
"57783","139242","13/04/2023 12:00:00 AM"
"92515","135802","13/04/2023 3:00:07 PM"
"65037","138099","13/04/2023 12:00:00 AM"
"54394","139228","18/04/2023 12:00:00 AM"
"61450","138352","18/04/2023 12:00:00 AM"
"42635","01a","11/10/1993 12:00:00 AM"
"92939","138358","19/04/2023 12:00:00 AM"
"86584","138530","20/04/2023 12:00:00 AM"
"62810","138397","29/03/2023 12:00:00 AM"
"92940","138363","19/04/2023 12:00:00 AM"
"80354","138565","21/04/2023 12:00:00 AM"
"89818","138336","21/04/2023 12:00:00 AM"
"54792","139313","21/04/2023 12:00:00 AM"
"92105","134524","24/04/2023 12:03:17 PM"
"51664","138643","24/04/2023 12:00:00 AM"
"54245","138799","9/03/2023 12:00:00 AM"
"80820","139243","4/04/2023 12:00:00 AM"
"60131","138420","24/04/2023 12:00:00 AM"
"81556","138386","22/03/2023 12:00:00 AM"
"81242","138387","24/04/2023 12:00:00 AM"
"67421","134514","26/04/2023 12:00:00 AM"
"93270","138564","27/04/2023 2:38:04 PM"
"90191","138585","28/04/2023 12:00:00 AM"
"91883","133781","28/04/2023 11:10:44 AM"
"84673","138552","1/05/2023 12:00:00 AM"
"84034","138644","1/05/2023 12:00:00 AM"
"62298","139443","1/05/2023 12:00:00 AM"
"51718","138478","2/05/2023 12:00:00 AM"
"88888","138581","2/05/2023 12:00:00 AM"
"67084","138646","2/05/2023 12:00:00 AM"
"62598","138480","2/05/2023 12:00:00 AM"
"93299","138662","3/05/2023 1:07:44 PM"
"88512","138482","3/05/2023 12:00:00 AM"
"91743","139395","3/05/2023 12:00:00 AM"
"82443","139083","3/05/2023 12:00:00 AM"
"85413","137532","3/05/2023 12:00:00 AM"
"64345","139010","4/05/2023 12:00:00 AM"
"93178","138161","4/05/2023 1:49:33 PM"
"66777","139102","4/05/2023 12:00:00 AM"
"92363","135288","4/05/2023 5:00:40 PM"
"60386","138618","4/05/2023 12:00:00 AM"
"90999","138528","5/05/2023 12:00:00 AM"
"93313","138708","5/05/2023 3:50:12 PM"
"87621","139517","8/05/2023 12:00:00 AM"
"93367","138867","8/05/2023 2:02:20 PM"
"93365","138865","8/05/2023 4:21:15 PM"
"93500","139391","9/05/2023 7:57:09 AM"
"51071","139475","9/05/2023 12:00:00 AM"
"93258","138511","9/05/2023 11:09:47 AM"
"67023","139212","9/05/2023 12:00:00 AM"
"85418","137543","9/05/2023 12:00:00 AM"
"63746","139143","9/05/2023 12:00:00 AM"
"50548","139540","10/05/2023 12:00:00 AM"
"92781","136631","10/05/2023 11:26:12 AM"
"62484","139744","10/05/2023 12:00:00 AM"
"61874","139479","12/05/2023 12:00:00 AM"
"86367","139478","10/05/2023 12:00:00 AM"
"58825","139552","10/05/2023 12:00:00 AM"
"58559","138586","10/05/2023 12:00:00 AM"
"63236","138645","10/05/2023 12:00:00 AM"
"92149","139205","10/05/2023 12:00:00 AM"
"68105","138579","11/05/2023 12:00:00 AM"
"53919","139743","10/05/2023 12:00:00 AM"
"68017","139476","11/05/2023 12:00:00 AM"
"90193","138922","11/05/2023 12:00:00 AM"
"30487","139100","11/05/2023 12:00:00 AM"
"92233","139754","12/05/2023 12:00:00 AM"
"68856","139547","12/05/2023 12:00:00 AM"
"86756","133671","12/05/2023 12:00:00 AM"
"92818","136737","15/05/2023 9:56:40 AM"
"92651","136195","15/05/2023 12:51:32 PM"
"60445","139502","16/05/2023 12:00:00 AM"
"53203","139503","16/05/2023 12:00:00 AM"
"63637","139747","17/05/2023 12:00:00 AM"
"92233","139821","17/05/2023 12:00:00 AM"
"90067","127289","17/05/2023 2:05:29 PM"
"92062","134335","17/05/2023 5:11:29 PM"
"92271","134970","18/05/2023 12:58:04 PM"
"62596","139800","18/05/2023 12:00:00 AM"
"92535","138699","18/05/2023 12:00:00 AM"
"93247","138474","19/05/2023 10:30:26 AM"
"90155","138598","19/05/2023 12:00:00 AM"
"87974","137624","18/05/2023 12:00:00 AM"
"51706","138369","19/05/2023 12:00:00 AM"
"90455","138558","19/05/2023 12:00:00 AM"
"53607","139214","22/05/2023 12:00:00 AM"
"93567","139556","22/05/2023 4:37:35 PM"
"41053","139844","23/05/2023 12:00:00 AM"
"81889","139935","24/05/2023 12:00:00 AM"
"93445","139200","24/05/2023 9:50:02 AM"
"53893","134868","24/05/2023 12:00:00 AM"
"59249","139847","24/05/2023 12:00:00 AM"
"92062","139966","26/05/2023 12:00:00 AM"
"90901","130464","26/05/2023 2:58:19 PM"
"92079","139812","29/05/2023 12:00:00 AM"
"51547","135645","29/05/2023 12:00:00 AM"
"93244","138468","29/05/2023 4:27:59 PM"
"93319","138731","30/05/2023 9:20:24 AM"
"89316","137541","30/05/2023 12:00:00 AM"
"89318","137544","30/05/2023 12:00:00 AM"
"87145","139833","30/05/2023 12:00:00 AM"
"93211","138288","30/05/2023 2:05:29 PM"
"93224","138378","30/05/2023 3:36:32 PM"
"63448","135400","31/05/2023 12:00:00 AM"
"91049","130815","1/06/2023 10:25:36 AM"
"86225","139848","1/06/2023 12:00:00 AM"
"90874","138123","5/06/2023 12:00:00 AM"
"61665","139930","5/06/2023 12:00:00 AM"
"92516","135803","7/06/2023 2:04:58 PM"
"92506","135748","7/06/2023 5:00:35 PM"
"92781","140113","8/06/2023 12:00:00 AM"
"93371","138905","8/06/2023 11:20:00 AM"
"93408","139005","8/06/2023 3:36:36 PM"
"93439","139154","8/06/2023 4:23:47 PM"
"67258","140190","9/06/2023 12:00:00 AM"
"61511","140191","9/06/2023 12:00:00 AM"
"61081","138864","13/06/2023 12:00:00 AM"
"87083","137439","13/06/2023 12:00:00 AM"
"32710","127979","19/12/2020 12:00:00 AM"
"53884","120260","29/08/2019 12:00:00 AM"
"67452","56063","17/05/2012 12:00:00 AM"
"67463","56083","31/05/2012 12:00:00 AM"
"67463","57904","2/11/2012 12:00:00 AM"
"67495","138914","10/05/2023 12:00:00 AM"
"67538","56325","4/07/2012 12:00:00 AM"
"67552","56344","2/07/2012 12:00:00 AM"
"67913","114862","21/05/2018 12:00:00 AM"
"68099","120092","29/07/2019 12:00:00 AM"
"68574","120878","16/07/2019 12:00:00 AM"
"52444","0400","27/04/2000 12:00:00 AM"
"52444","101167","24/08/2015 12:00:00 AM"
"52444","1203","5/02/2004 12:00:00 AM"
"52730","0201","22/02/2001 12:00:00 AM"
"52730","1000","1/11/2000 12:00:00 AM"
"53223","139809","26/05/2023 12:00:00 AM"
"53423","137560","10/05/2023 12:00:00 AM"
"65030","138023","20/03/2023 12:00:00 AM"
"65405","115207","25/06/2018 12:00:00 AM"
"40473","115585","24/04/2018 12:00:00 AM"
"40748","121928","8/10/2019 12:00:00 AM"
"58521","119903","23/07/2019 12:00:00 AM"
"59139","128815","16/02/2021 12:00:00 AM"
"59139","138454","15/03/2023 12:00:00 AM"
"54256","109559","29/03/2017 12:00:00 AM"
"54356","121182","1/08/2019 12:00:00 AM"
"54574","0609","31/05/2019 12:00:00 AM"
"67509","119140","26/08/2019 12:00:00 AM"
"67741","120119","12/08/2019 12:00:00 AM"
"68577","127264","25/01/2021 12:00:00 AM"
"38561","138264","11/04/2023 12:00:00 AM"
"52816","115208","17/07/2018 12:00:00 AM"
"52816","115209","19/07/2018 12:00:00 AM"
"53137","1100","14/11/2000 12:00:00 AM"
"53234","0100","3/10/2000 12:00:00 AM"
"53237","0405","16/05/2005 12:00:00 AM"
"53237","0508","17/06/2008 12:00:00 AM"
"53237","0704","25/08/2004 12:00:00 AM"
"53237","0800","10/08/2000 12:00:00 AM"
"53520","0901","16/10/2001 12:00:00 AM"
"53638","0301","26/03/2001 12:00:00 AM"
"53638","0904","15/11/2004 12:00:00 AM"
"64884","107724","28/02/2017 12:00:00 AM"
"64884","115054","8/05/2018 12:00:00 AM"
"65116","128404","19/01/2021 12:00:00 AM"
"39065","120525","2/09/2019 12:00:00 AM"
"41455","122584","3/12/2020 12:00:00 AM"
"58550","0710","17/08/2010 12:00:00 AM"
"58550","1104","14/12/2004 12:00:00 AM"
"58550","59705","16/07/2013 12:00:00 AM"
"58567","0406","3/07/2006 12:00:00 AM"
"58567","50871","7/10/2011 12:00:00 AM"
"58567","57423","7/02/2013 12:00:00 AM"
"58567","60189","4/09/2014 12:00:00 AM"
"58667","0708","3/11/2008 12:00:00 AM"
"58667","0804","10/01/2005 12:00:00 AM"
"58799","0305","20/06/2005 12:00:00 AM"
"58799","0306","22/06/2006 12:00:00 AM"
"58799","0505","19/07/2005 12:00:00 AM"
"58799","0604","10/09/2004 12:00:00 AM"
"58799","1107","13/02/2008 12:00:00 AM"
"58799","1108","13/01/2009 12:00:00 AM"
"58799","1205","13/02/2006 12:00:00 AM"
"58836","0804","8/03/2010 12:00:00 AM"
"58836","0804A","12/10/2004 12:00:00 AM"
"59354","0209","3/03/2009 12:00:00 AM"
"59354","0405","22/08/2005 12:00:00 AM"
"59354","0707","23/08/2007 12:00:00 AM"
"59354","102207","30/07/2015 12:00:00 AM"
"59354","104408","5/11/2015 12:00:00 AM"
"59354","51362","2/02/2011 12:00:00 AM"
"59354","60147","20/08/2013 12:00:00 AM"
"59371","0305","20/04/2005 12:00:00 AM"
"59486","0206","29/03/2006 12:00:00 AM"
"54625","139244","13/06/2023 12:00:00 AM"
"54811","139314","21/04/2023 12:00:00 AM"
"53300","0800","14/08/2000 12:00:00 AM"
"64996","116298","20/08/2018 12:00:00 AM"
"65082","139561","9/05/2023 12:00:00 AM"
"58544","RV0518R","24/05/2018 12:00:00 AM"
"58598","0504","7/07/2004 12:00:00 AM"
"58598","0709","30/09/2009 12:00:00 AM"
